25200000,-0.027049,-3.20245,-0.016777,0.000214,0.004107,0.116613
25360000,-0.042616,-2.990131,0.002128,0.000406,0.007084,0.225962
25520000,-0.033334,-2.488283,0.0021,0.000256,0.0039,0.50297
25680000,-0.038167,-2.194875,-0.022989,0.000636,0.007143,0.922506
25840000,-0.056955,-2.055497,-0.002629,0.001323,0.004047,0.864685
26080000,-0.0308,-1.496813,-0.019391,0.000363,0.010763,0.482783
26240000,-0.033672,-1.208858,-0.02411,0.001474,0.015669,1.036044
26400000,0.002836,-0.633473,-0.036889,0.000876,0.01476,1.011298
26560000,-0.025421,-0.254838,-0.031383,0.000543,0.008164,0.29556
26720000,-0.028433,-0.179504,-0.031146,0.001353,0.028835,0.306127
26880000,0.028745,0.478236,-0.042919,0.003916,0.011468,0.401668
27040000,0.059531,0.698006,-0.053738,0.003141,0.01522,0.626012
27280000,0.070908,1.118122,-0.053574,0.001998,0.016262,0.687568
27440000,0.063001,1.350805,-0.041226,0.005424,0.00997,0.141713
27600000,-0.028904,1.587302,-0.051747,0.006139,0.006179,1.084248
27760000,0.020756,1.891642,-0.039396,0.009763,0.022889,0.942186
27920000,0.105931,2.389948,-0.02136,0.004101,0.03047,0.845613
28160000,-0.082187,2.713814,-0.028629,0.00139,0.03534,0.33425
28560000,0.036786,3.21589,-0.025824,0.002517,0.02011,0.419457
28800000,0.01833,3.544393,-0.022216,0.001812,0.035798,0.298913
28960000,0.021703,4.045592,-0.009187,0.002795,0.04942,0.125557
29120000,-0.011977,4.39598,0.001292,0.005721,0.063691,1.879711
29280000,-0.057912,4.74263,-0.016551,0.002082,0.038689,0.530134
29600000,-0.049043,5.049401,-0.044482,0.001496,0.05395,0.176485
29840000,-0.050061,5.236118,-0.040765,0.003404,0.088053,0.702553
30080000,-0.141696,5.431033,-0.03319,0.001003,0.033958,0.378971
30320000,-0.115031,5.513751,-0.033437,0.003565,0.014299,0.43192
30640000,-0.111839,5.845969,-0.018763,0.001645,0.024,0.121253
30800000,-0.077094,6.127895,-0.025139,0.002147,0.080929,0.312781
31040000,-0.041562,6.467635,-0.035979,0.004039,0.080399,0.497604
31280000,-0.113262,6.499002,-0.027575,0.001211,0.041876,0.152782
31600000,-0.131351,6.852069,-0.044357,0.002065,0.033737,0.712795
31760000,-0.21271,7.307103,-0.02801,0.000732,0.030653,0.458802
31920000,-0.216934,7.700408,-0.020877,0.000531,0.030823,0.722064
32080000,-0.240763,7.927593,-0.032996,0.002703,0.016239,0.541485
32320000,-0.139726,8.74233,-0.039095,0.004796,0.012206,0.480825
32560000,-0.133847,9.296306,-0.00293,0.00478,0.011358,0.240049
32800000,-0.245279,9.611552,0.004919,0.002932,0.009839,0.281473
33200000,-0.313001,10.267626,-0.001292,0.013502,0.030366,0.324132
33440000,-0.277071,10.54593,0.003638,0.007154,0.047412,0.577374
33680000,-0.171574,10.995984,-0.014029,0.001774,0.020401,0.158652
34000000,-0.126842,11.547853,0.005051,0.007625,0.025427,0.042654
34240000,-0.282487,12.012239,0.007308,0.008614,0.00925,0.015764
34560000,-0.301292,12.905997,0.011591,0.001489,0.01437,0.535961
34800000,-0.290744,13.201506,-0.008541,0.002952,0.018389,0.234122
34960000,-0.308571,13.521663,-0.002392,0.003194,0.009663,0.210419
35200000,-0.183269,13.637876,0,0.00136,0.043259,0.329664
