25200000,2,14.18,5.832,-0.37,5.78125,5.90625,5.84375,5.90625,536,442,709,947,121.186838,31.28171,3.985282,9.019,0.695984,0.053813,-9.779658,-0.001758,-0.000799,0.009108
25280000,2,14.06,5.94,-0.5,5.90625,6.03125,5.96875,5.96875,540,446,712,950,121.186839,31.281709,3.986049,9.016,0.674459,0.010763,-9.844234,-0.003196,0.001598,0.009747
25360000,2,13.86,5.94,-0.5,5.96875,6.0625,5.96875,6.03125,542,448,715,953,121.18684,31.281709,3.986816,9.013,0.681634,0.035875,-9.804771,-0.001598,0.00032,0.010386
25440000,2,13.68,6.119999,-0.62,6.0625,6.1875,6.0625,6.1875,547,453,719,957,121.186841,31.281708,3.987967,9.01,0.652934,0.050226,-9.765308,-0.000799,-0.002237,0.009907
25520000,2,13.5,6.119999,-0.5,6.0625,6.25,6.125,6.25,549,455,722,960,121.186842,31.281707,3.988542,9.007,0.652934,0.046638,-9.736608,-0.000639,-0.003675,0.008629
25600000,2,13,6.156,-0.37,6.125,6.3125,6.25,6.3125,552,458,725,963,121.186843,31.281706,3.989117,9.005,0.620646,0.032288,-9.786833,0.00016,-0.003036,0.009108
25680000,2,12.24,6.228,-0.5,6.25,6.34375,6.25,6.3125,555,461,728,966,121.186844,31.281705,3.990076,9.002,0.620646,0,-9.858584,0.000479,-0.002716,0.009108
25760000,2,11.86,6.228,-0.5,6.25,6.34375,6.3125,6.34375,558,464,731,969,121.186845,31.281705,3.990651,9,0.613471,0.021525,-9.815534,0.001278,-0.003036,0.00751
25840000,2,11.24,6.264,-0.37,6.3125,6.46875,6.34375,6.40625,562,468,735,973,121.186846,31.281704,3.991035,8.997,0.599121,0.050226,-9.758133,0.001758,-0.000799,0.00751
25920000,2,11.24,6.336,-0.37,6.34375,6.40625,6.34375,6.40625,566,472,739,977,121.186848,31.281703,3.991993,8.994,0.581183,0.039463,-9.779658,-0.002397,0.000959,0.008309
26000000,2,11.24,6.372,-0.25,6.40625,6.53125,6.46875,6.46875,569,475,743,980,121.186849,31.281702,3.99276,8.99,0.591946,0.035875,-9.808358,-0.001119,-0.001917,0.006871
26080000,2,11.24,6.444,-0.37,6.40625,6.53125,6.46875,6.53125,571,477,744,982,121.18685,31.281701,3.993144,8.988,0.595533,0.032288,-9.743783,0,-0.003196,0.008469
26160000,2,11.24,6.516,-0.5,6.46875,6.59375,6.53125,6.59375,575,482,749,987,121.186851,31.2817,3.993911,8.985,0.581183,0.025113,-9.758133,0.000639,-0.002557,0.009108
26240000,2,11.24,6.516,-0.5,6.46875,6.59375,6.53125,6.59375,578,484,752,990,121.186852,31.281699,3.994678,8.983,0.574008,0.021525,-9.808358,0.001119,-0.000959,0.00783
26320000,2,11.24,6.516,-0.25,6.53125,6.625,6.59375,6.625,582,488,756,993,121.186853,31.281698,3.995253,8.98,0.566833,0.071751,-9.851409,-0.00016,-0.001278,0.007031
26400000,2,11.24,6.552,-0.37,6.53125,6.6875,6.59375,6.6875,586,492,760,998,121.186855,31.281697,3.995828,8.977,0.552483,0.053813,-9.815534,-0.002876,0,0.009268
26480000,2,11.24,6.624,-0.5,6.59375,6.6875,6.59375,6.6875,588,494,761,999,121.186856,31.281697,3.996595,8.975,0.516607,0.043051,-9.865759,-0.001758,-0.002716,0.009108
26560000,2,11.24,6.659999,-0.37,6.59375,6.75,6.6875,6.75,592,498,766,1004,121.186857,31.281696,3.99717,8.973,0.534545,0.007175,-9.815534,-0.002237,-0.006232,0.008149
26640000,2,11.06,6.659999,-0.37,6.59375,6.75,6.59375,6.53125,595,501,768,1006,121.186858,31.281695,3.997937,8.97,-0.473556,0.121977,-10.604795,-0.012783,-0.019335,0.008788
26720000,2,10.86,6.264,-0.37,6.34375,6.46875,7.4375,7.25,599,505,772,1010,121.186859,31.281694,3.998513,8.968,0.39463,-0.043051,-10.981487,0.008149,-0.07622,0.009747
26800000,2,10.740001,6.516,-0.5,6.46875,6.53125,6.46875,6.53125,601,508,775,1013,121.18686,31.281693,3.998896,8.967,0.828724,-0.21884,-8.369751,0.02269,-0.053849,0.003356
26880000,2,9.74,5.904,0,6.3125,6.40625,7.15625,6.90625,606,512,779,1017,121.186861,31.281692,3.999088,8.967,0.423331,0.279829,-9.492654,0.000639,-0.001598,0.004314
26960000,2,9.059999,6.372,-0.37,6.46875,6.53125,6.0625,6.75,608,515,782,1020,121.186863,31.281691,4.000047,8.967,1.065502,0.071751,-7.845969,0.033236,0.046019,0.012943
27040000,2,9.059999,6.372,-0.75,6.34375,6.53125,6.6875,6.25,611,518,785,1023,121.186864,31.28169,4.001006,8.966,0.975813,-0.226016,-8.197549,0.017737,0.11425,0.001917
